id,업종,브랜드,가맹사업 개월수,가맹점수,가맹점 평균매출액,창업비용,개점률,폐점률,개월수_r,가맹점수_r,평균매출액_r,창업비용_r,개점률_r,폐점률_r,레이블
218,한식,김영희동태찜&코다리냉면,48,46,273333,104000,39,30,0.071559633,0.01331755,0.075568694,0.126520681,0.39,0.3,1
219,한식,김용덕의 소문난 부자국밥,150,40,183353,77900,50,0,0.258715596,0.011541876,0.050691545,0.094768856,0.5,0,1
220,기타 외식,김이박부대찌개앤스테이크,87,8,79713,71750,25,25,0.143119266,0.002071619,0.022037759,0.087287105,0.25,0.25,1
221,주점,김작가의 이중생활,60,17,368844,158494,5,70,0.093577982,0.004735129,0.101975021,0.192815085,0.05,0.7,0
222,치킨,김종용누룽지통닭,65,8,401812,93550,62,0,0.102752294,0.002071619,0.111089823,0.113807786,0.62,0,3
223,치킨,김진철동래통닭,104,25,247724,84380,12,28,0.174311927,0.007102693,0.068488466,0.102652068,0.12,0.28,1
224,한식,김충기꽃삼겹,39,72,157994,16740,63,15,0.055045872,0.021012134,0.043680436,0.020364964,0.63,0.15,3
225,한식,김치도가,24,8,330195,88735,100,0,0.027522936,0.002071619,0.09128957,0.107950122,1,0,3
226,중/일식,金太郞,120,21,260590,132600,0,28,0.203669725,0.005918911,0.072045583,0.161313869,0,0.28,1
227,분식,김피라(kimpira),72,13,156067,138200,23,0,0.11559633,0.003551347,0.04314767,0.168126521,0.23,0,1
228,한식,김해시락국밥,161,17,114989,38500,11,11,0.278899083,0.004735129,0.031790663,0.046836983,0.11,0.11,4
229,한식,김형제고기의철학,29,27,948717,111700,55,0,0.036697248,0.007694584,0.262294946,0.135888078,0.55,0,3
230,카페,까사밍고,89,7,230776,140955,0,42,0.146788991,0.001775673,0.063802781,0.171478102,0,0.42,0
231,기타 외식,깐깐한족발,63,23,834859,99600,17,4,0.099082569,0.006510802,0.230816146,0.121167883,0.17,0.04,1
232,치킨,깐부치킨,173,201,441892,108000,8,11,0.300917431,0.059189109,0.122170909,0.131386861,0.08,0.11,4
233,치킨,깜꼬치킨,66,22,50374,41100,31,0,0.104587156,0.006214856,0.013926282,0.05,0.31,0,1
234,치킨,깜닭치킨,156,15,241551,50000,13,6,0.269724771,0.004143238,0.066781791,0.060827251,0.13,0.06,4
235,기타 외식,깨순이김밥,206,25,57477,36100,0,4,0.36146789,0.007102693,0.015890078,0.043917275,0,0.04,4
236,기타 외식,껍데기클라쓰,24,20,381051,81200,100,30,0.027522936,0.005622965,0.105349942,0.098783455,1,0.3,3
237,한식,꼬기냉면,90,6,223773,79800,16,33,0.148623853,0.001479728,0.061866632,0.097080292,0.16,0.33,1
238,치킨,꼬꼬봉투통닭,48,10,51093,33450,50,50,0.071559633,0.00266351,0.014125067,0.040693431,0.5,0.5,0
239,치킨,꼬꼬시티앤제이빅,110,18,110147,52130,44,22,0.185321101,0.005031074,0.030451974,0.063418491,0.44,0.22,1
240,기타 외식,꼬꼬씨참숯불닭갈비,68,26,56129,76150,50,38,0.108256881,0.007398639,0.015517391,0.092639903,0.5,0.38,1
241,치킨,꼬꼬아찌,255,75,180420,42110,2,36,0.451376147,0.02189997,0.049880646,0.05122871,0.02,0.36,4
242,치킨,꼬꼬팜,43,7,90188,24815,14,0,0.062385321,0.001775673,0.024933826,0.030188564,0.14,0,1
243,치킨,꼬레랑,34,22,136800,87450,27,13,0.04587156,0.006214856,0.037820841,0.106386861,0.27,0.13,1
244,주점,꼬지사께,124,189,133504,55890,15,37,0.211009174,0.055637763,0.036909582,0.067992701,0.15,0.37,1
245,기타 외식,꼬챙이,184,7,117733,10800,0,0,0.321100917,0.001775673,0.032549308,0.013138686,0,0,4
246,한식,꼽창꼽창,44,6,391600,93739,16,66,0.064220183,0.001479728,0.108266468,0.114037713,0.16,0.66,0
247,중/일식,꽃남연어집,66,4,406182,88000,0,25,0.104587156,0.000887837,0.112298015,0.107055961,0,0.25,1
248,기타 외식,꽃담은소,78,16,408268,185854,31,0,0.126605505,0.004439183,0.11287474,0.226099757,0.31,0,1
249,한식,꽃차돌,32,7,372051,112550,42,14,0.042201835,0.001775673,0.102861674,0.136922141,0.42,0.14,1
250,치킨,꾸꾸루꾸바베큐,134,44,146753,56268,9,79,0.229357798,0.012725658,0.040572589,0.068452555,0.09,0.79,0
251,치킨,꾸브라꼬 숯불 두마리 치킨,55,42,274658,33880,59,7,0.08440367,0.012133767,0.075935022,0.041216545,0.59,0.07,3
252,주점,꾼노리,149,31,507069,219950,0,25,0.256880734,0.008878366,0.140190668,0.267579075,0,0.25,4
253,치킨,꾼닭(koondak),118,6,172263,183500,0,16,0.2,0.001479728,0.047625446,0.22323601,0,0.16,1
254,분식,꾼떡,151,25,105888,37080,0,12,0.260550459,0.007102693,0.029274471,0.045109489,0,0.12,4
255,치킨,꿀닭,107,23,50463,67350,4,8,0.179816514,0.006510802,0.013950888,0.081934307,0.04,0.08,1
256,치킨,꿀딱,108,5,134707,36770,20,20,0.181651376,0.001183782,0.037242181,0.04473236,0.2,0.2,1
257,카페,꿀스커피GGUL'S COFFEE,49,36,84639,49200,52,16,0.073394495,0.010358094,0.023399671,0.059854015,0.52,0.16,3
258,제과제빵,나나케이크,63,12,120917,83850,0,75,0.099082569,0.003255401,0.033429602,0.102007299,0,0.75,0
259,한식,나는 밥조폭이다,23,37,54810,41250,100,21,0.025688073,0.01065404,0.015152722,0.050182482,1,0.21,3
260,분식,나는 조선의 떡볶이다,74,25,77491,47980,0,40,0.119266055,0.007102693,0.021423433,0.05836983,0,0.4,0
261,한식,나능이,97,40,593765,86350,17,0,0.16146789,0.011541876,0.164159875,0.105048662,0.17,0,1
262,기타 외식,나드리김밥,89,64,150799,68450,12,1,0.146788991,0.018644569,0.041691204,0.083272506,0.12,0.01,1
263,카페,나뚜루,260,52,141442,124953,5,21,0.460550459,0.015093223,0.039104235,0.152010949,0.05,0.21,4
264,패스트푸드,나루에프엔비톰스(나루F&B톰스),43,5,121023,44800,0,40,0.062385321,0.001183782,0.033458908,0.054501217,0,0.4,0
265,한식,나이스투미츄,89,6,529494,101420,33,66,0.146788991,0.001479728,0.146390602,0.123381995,0.33,0.66,0
266,기타 외국식,나이쏘이(NAISOI),39,6,192123,154900,33,0,0.055045872,0.001479728,0.053116224,0.188442822,0.33,0,1
267,카페,나인어클락커피,79,2,227277,72050,0,100,0.128440367,0.000295946,0.062835398,0.087652068,0,1,0
268,한식,나주할매 곰탕&뼈해장국,25,38,4616,60450,100,26,0.029357798,0.010949985,0.001275375,0.073540146,1,0.26,3
269,한식,낙원갈비집,22,8,1105437,294630,100,0,0.023853211,0.002071619,0.305623983,0.358430657,1,0,5
270,패스트푸드,낙원스낵,64,8,378630,98500,12,12,0.100917431,0.002071619,0.104680598,0.119829684,0.12,0.12,1
271,기타 외식,낚시꾼 김춘복의 도시어부,30,10,878947,107300,80,0,0.03853211,0.00266351,0.243005341,0.13053528,0.8,0,3
272,패스트푸드,난타5000피자,109,119,102934,65700,5,8,0.183486239,0.034921574,0.028457766,0.079927007,0.05,0.08,1
273,한식,날마다대박나는집,46,14,1782720,555500,14,0,0.067889908,0.003847292,0.49287526,0.675790754,0.14,0,5
274,기타 외식,남가네설악추어탕,239,71,320761,122393,15,16,0.422018349,0.020716188,0.088681312,0.148896594,0.15,0.16,4
275,한식,남노갈비,197,15,142536,128200,6,26,0.344954128,0.004143238,0.039406697,0.155961071,0.06,0.26,4
276,한식,남다른감자탕(男다른감子탕),133,70,631245,192168,5,14,0.227522936,0.020420243,0.174522128,0.233781022,0.05,0.14,5
277,한식,남다른대구막창,44,31,195417,72520,19,9,0.064220183,0.008878366,0.05402693,0.088223844,0.19,0.09,1
278,한식,남도복국,44,13,599429,104220,69,0,0.064220183,0.003551347,0.165725825,0.126788321,0.69,0,3
279,기타 외식,남도술상,48,22,346728,50600,13,9,0.071559633,0.006214856,0.095860518,0.061557178,0.13,0.09,1
280,분식,남문떡볶이,52,11,189002,42580,54,36,0.078899083,0.002959455,0.052253348,0.051800487,0.54,0.36,3
281,주점,남오토코,100,21,348914,118800,4,52,0.166972477,0.005918911,0.09646489,0.144525547,0.04,0.52,0
282,한식,남자마늘보쌈,92,5,589627,195850,0,60,0.152293578,0.001183782,0.163015825,0.238260341,0,0.6,0
283,패스트푸드,남자피자,110,25,214096,72800,12,8,0.185321101,0.007102693,0.059191191,0.088564477,0.12,0.08,1
284,기타 외식,남천할매떡볶이,124,13,198114,66575,38,23,0.211009174,0.003551347,0.054772581,0.080991484,0.38,0.23,1
285,한식,낭만쭈꾸미,88,9,497049,157300,22,66,0.144954128,0.002367564,0.137420396,0.19136253,0.22,0.66,0
286,치킨,낭만치킨,56,22,235941,46390,27,18,0.086238532,0.006214856,0.06523077,0.056435523,0.27,0.18,1
287,제과제빵,내가만든미케익,160,5,78653,67966,0,20,0.27706422,0.001183782,0.021744696,0.082683698,0,0.2,4
288,분식,내가진짜떡볶이다,36,26,264885,50100,76,15,0.049541284,0.007398639,0.07323304,0.060948905,0.76,0.15,3
289,한식,내가찜한닭,109,29,477054,180700,0,10,0.183486239,0.008286475,0.131892294,0.219829684,0,0.1,1
290,기타 외식,내가찜한코다리찜,51,7,62442,82500,14,14,0.07706422,0.001775673,0.017262773,0.100364964,0.14,0.14,1
291,한식,내담 대구탕 해물갈비찜,99,43,84190,53350,18,20,0.165137615,0.012429713,0.023275534,0.064902676,0.18,0.2,1
292,한식,냉면덕후,9,34,4359,58250,100,20,0,0.009766203,0.001204322,0.070863747,1,0.2,3
293,치킨,냠냠숯불두마리치킨,23,11,271714,46100,100,0,0.025688073,0.002959455,0.075121082,0.056082725,1,0,3
294,한식,넙딱집,40,5,404116,55350,60,0,0.056880734,0.001183782,0.111726819,0.067335766,0.6,0,3
295,치킨,네네치킨,131,1114,191467,57150,2,4,0.223853211,0.329387393,0.052934857,0.069525547,0.02,0.04,2
296,패스트푸드,네오피자,55,88,261947,32570,18,5,0.08440367,0.025747263,0.072420758,0.039622871,0.18,0.05,1
297,기타 외식,노가리&BEER,79,136,192039,72770,29,8,0.128440367,0.039952649,0.053093,0.088527981,0.29,0.08,1
298,주점,노가리슈퍼,63,23,258905,64370,8,4,0.099082569,0.006510802,0.071579724,0.078309002,0.08,0.04,1
299,한식,노걸대,166,45,282297,82050,15,37,0.288073394,0.013021604,0.078047008,0.099817518,0.15,0.37,4
300,기타 외식,노군꼬치,78,59,233156,64950,8,8,0.126605505,0.017164842,0.06446079,0.079014599,0.08,0.08,1
301,기타 외식,노랑강정,109,4,235260,59950,25,25,0.183486239,0.000887837,0.065042491,0.072931873,0.25,0.25,1
302,제과제빵,노랑고래찹쌀꽈배기,26,19,99277,33000,100,0,0.031192661,0.00532702,0.0274467,0.040145985,1,0,3
303,치킨,노랑통닭,141,430,433999,53300,20,1,0.242201835,0.126960639,0.119988698,0.064841849,0.2,0.01,4
304,기타 외국식,노량진의 전설 미스사이공(miss420),66,208,188662,59250,10,42,0.104587156,0.061260728,0.052159346,0.072080292,0.1,0.42,0
305,한식,노마세야매운갈비찜,96,18,245374,96700,16,33,0.159633028,0.005031074,0.067838751,0.117639903,0.16,0.33,1
306,한식,논골집,268,16,466160,133420,6,18,0.475229358,0.004439183,0.128880385,0.162311436,0.06,0.18,4
307,한식,놀란곱창,194,9,51859,64700,0,22,0.339449541,0.002367564,0.014336846,0.078710462,0,0.22,4
308,한식,놀란돼지,177,14,126700,64700,0,0,0.308256881,0.003847292,0.035028452,0.078710462,0,0,4
309,한식,놀부보쌈족발,383,162,197575,116292,11,21,0.686238532,0.047647233,0.054623561,0.141474453,0.11,0.21,4
310,한식,놀부부대찌개,346,323,217226,103343,7,17,0.618348624,0.095294466,0.060056556,0.125721411,0.07,0.17,4
311,치킨,놀부옛날통닭,68,43,113330,69934,41,30,0.108256881,0.012429713,0.031331992,0.085077859,0.41,0.3,1
312,한식,놀부유황오리진흙구이,255,1,623671,240780,0,0,0.451376147,0,0.172428113,0.292919708,0,0,4
313,한식,놀부항아리갈비,195,7,203115,156719,0,42,0.341284404,0.001775673,0.056155228,0.190655718,0,0.42,4
314,한식,놀부화덕족발,87,6,130794,93962,0,50,0.143119266,0.001479728,0.036160337,0.114309002,0,0.5,0
315,기타 외식,농부애갈비,74,7,948215,184300,14,14,0.119266055,0.001775673,0.262156156,0.224209246,0.14,0.14,5
316,기타 외식,농장사람들,45,7,1825835,222400,14,14,0.066055046,0.001775673,0.504795445,0.270559611,0.14,0.14,5
317,치킨,누나홀닭,117,176,372715,69311,21,4,0.198165138,0.051790471,0.103045253,0.084319951,0.21,0.04,1
318,기타 외식,누룩꽃 피는날,110,19,297000,135200,0,5,0.185321101,0.00532702,0.082112009,0.164476886,0,0.05,1
319,한식,누리마을감자탕,211,59,341071,171300,0,10,0.370642202,0.017164842,0.094296503,0.208394161,0,0.1,4
320,분식,눈꽃치즈떡볶이,31,49,57311,42802,22,22,0.040366972,0.014205386,0.015844184,0.05207056,0.22,0.22,1
321,패스트푸드,뉴욕버거,100,80,212159,102204,17,8,0.166972477,0.023379698,0.058655661,0.124335766,0.17,0.08,1
322,주점,뉴욕야시장,56,140,302511,85840,20,22,0.086238532,0.041136431,0.083635658,0.104428224,0.2,0.22,1
323,패스트푸드,뉴욕핫도그앤커피,215,137,43419,68780,34,21,0.377981651,0.040248594,0.012003404,0.083673966,0.34,0.21,4
324,주점,느린마을양조장&펍,117,21,466337,141050,19,19,0.198165138,0.005918911,0.12892932,0.171593674,0.19,0.19,1
325,기타 외식,니뽕내뽕,103,67,428374,90580,7,11,0.172477064,0.019532406,0.11843353,0.110194647,0.07,0.11,1
326,기타 외국식,닐리,176,27,379041,101700,0,18,0.306422018,0.007694584,0.104794229,0.123722628,0,0.18,4
327,기타 외국식,닐리스(Nilli's),64,7,255865,195740,14,14,0.100917431,0.001775673,0.070739242,0.238126521,0.14,0.14,1
328,기타 외국식,다구오,43,9,330980,62800,11,11,0.062385321,0.002367564,0.091506602,0.076399027,0.11,0.11,1
329,기타 외식,다기야,124,30,155720,112400,6,36,0.211009174,0.008582421,0.043051733,0.136739659,0.06,0.36,1
330,한식,다깡,83,12,291194,89600,8,25,0.135779817,0.003255401,0.080506799,0.109002433,0.08,0.25,1
331,한식,다담뜰 한식뷔페,74,15,1362000,678800,0,6,0.119266055,0.004143238,0.376557034,0.825790754,0,0.06,5
332,카페,다빈치커피,289,19,105789,177700,0,42,0.513761468,0.00532702,0.0292471,0.216180049,0,0.42,4
333,치킨,다사랑,223,107,345175,142800,4,12,0.39266055,0.031370228,0.095431153,0.173722628,0.04,0.12,4
334,한식,다솥맛집,33,6,791587,225090,33,0,0.044036697,0.001479728,0.218852555,0.273832117,0.33,0,5
335,한식,다시오고싶은집이명숙양평해장국,144,3,304398,46750,0,100,0.247706422,0.000591891,0.084157365,0.056873479,0,1,0
336,기타 외식,다영신토불이,222,13,331218,249200,0,7,0.390825688,0.003551347,0.091572403,0.303163017,0,0.07,4
337,기타 외식,다이닝센,87,9,323781,206800,0,11,0.143119266,0.002367564,0.089516264,0.251581509,0,0.11,1
338,기타 외식,다채,86,13,182795,70950,0,15,0.141284404,0.003551347,0.050537272,0.086313869,0,0.15,1
339,치킨,다코기,36,7,396993,81320,28,0,0.049541284,0.001775673,0.109757493,0.09892944,0.28,0,1
340,기타 외식,닥엔돈스,160,59,150008,32350,57,3,0.27706422,0.017164842,0.041472513,0.039355231,0.57,0.03,4
341,한식,닥치고곱창,46,17,39965,66050,47,29,0.067889908,0.004735129,0.011048462,0.080352798,0.47,0.29,1
342,한식,단골손님,26,15,545108,87800,100,0,0.031192661,0.004143238,0.15070747,0.106812652,1,0,3
343,주점,단골손님,31,11,545108,87800,100,0,0.040366972,0.002959455,0.15070747,0.106812652,1,0,3
344,한식,단물곤물,95,14,193448,140720,7,57,0.157798165,0.003847292,0.053482552,0.171192214,0.07,0.57,0
345,기타 외식,달곰김밥,49,22,191136,66190,0,4,0.073394495,0.006214856,0.052843344,0.080523114,0,0.04,1
346,기타 외식,달구지막창,126,37,127131,32700,13,27,0.214678899,0.01065404,0.035147612,0.039781022,0.13,0.27,1
347,치킨,달닭,100,6,46131,35860,0,0,0.166972477,0.001479728,0.012753202,0.043625304,0,0,1
348,분식,달려라달봉이떡볶이,32,5,170800,23100,20,20,0.042201835,0.001183782,0.047220964,0.02810219,0.2,0.2,1
349,기타 외식,달려라팬,43,4,314884,43020,50,100,0.062385321,0.000887837,0.087056473,0.052335766,0.5,1,0
350,카페,달리는커피,44,49,141177,32560,40,8,0.064220183,0.014205386,0.039030969,0.039610706,0.4,0.08,1
351,기타 외국식,달링스테이크,38,5,254023,64606,40,0,0.053211009,0.001183782,0.070229977,0.078596107,0.4,0,1
352,치킨,달봉이치킨,66,34,205254,41500,79,20,0.104587156,0.009766203,0.056746606,0.050486618,0.79,0.2,3
353,주점,달빛맥주,37,27,150182,60300,85,3,0.051376147,0.007694584,0.041520619,0.073357664,0.85,0.03,3
354,주점,달빛한모금,76,6,244015,96160,0,16,0.12293578,0.001479728,0.067463023,0.116982968,0,0.16,1
355,카페,달콤,106,138,207629,182800,10,10,0.177981651,0.04054454,0.057403233,0.222384428,0.1,0.1,1
356,기타 외식,달테이블,82,10,414615,195740,0,30,0.133944954,0.00266351,0.114629522,0.238126521,0,0.3,1
357,한식,닭갈비제작소,73,32,434920,106700,0,0,0.117431193,0.009174312,0.12024333,0.129805353,0,0,1
358,치킨,닭권브이,133,9,54421,32300,0,11,0.227522936,0.002367564,0.015045173,0.039294404,0,0.11,1
359,치킨,닭깡,105,10,98183,28380,40,0,0.176146789,0.00266351,0.027144237,0.034525547,0.4,0,1
360,치킨,닭꾸버,44,10,103784,30850,30,0,0.064220183,0.00266351,0.028692769,0.037530414,0.3,0,1
361,한식,닭발싸롱,66,13,271456,51700,53,30,0.104587156,0.003551347,0.075049752,0.062895377,0.53,0.3,1
362,기타 외식,닭이봉춘천닭갈비,134,37,215533,98870,2,13,0.229357798,0.01065404,0.059588485,0.120279805,0.02,0.13,1
363,기타 외식,닭익는마을,554,13,183975,116633,0,7,1,0.003551347,0.050863512,0.141889294,0,0.07,4
364,치킨,닭장수후라이드和,32,40,230146,71500,35,0,0.042201835,0.011541876,0.063628602,0.086982968,0.35,0,1
365,기타 외식,닭코치 비어선수,33,26,119916,93300,69,34,0.044036697,0.007398639,0.033152851,0.11350365,0.69,0.34,3
366,기타 외식,담락참치일잔,50,14,293618,55050,42,14,0.075229358,0.003847292,0.081176973,0.066970803,0.42,0.14,1
367,한식,담미온,42,11,860099,130800,45,0,0.060550459,0.002959455,0.237794355,0.159124088,0.45,0,5
368,한식,담소 소사골 순대 육개장,109,97,540966,134600,11,17,0.183486239,0.028410772,0.149562314,0.163746959,0.11,0.17,1
369,기타 외식,당산오돌,32,18,479415,93000,83,33,0.042201835,0.005031074,0.13254505,0.113138686,0.83,0.33,3
370,한식,대가야삼계탕,131,5,266819,110640,0,0,0.223853211,0.001183782,0.073767741,0.13459854,0,0,1
371,한식,대관령양푼이동태찌개,182,21,217272,89197,4,4,0.317431193,0.005918911,0.060069273,0.108512165,0.04,0.04,4
372,기타 외식,대구반야월막창,155,129,177265,56100,9,10,0.267889908,0.03788103,0.04900837,0.068248175,0.09,0.1,4
373,기타 외식,대구우야지막창,78,38,398263,82200,7,2,0.126605505,0.010949985,0.110108616,0.1,0.07,0.02,1
374,주점,대국민야시장,48,5,483978,91750,20,40,0.071559633,0.001183782,0.133806602,0.111618005,0.2,0.4,1
375,한식,대독장,50,5,367470,95950,20,0,0.075229358,0.001183782,0.101595146,0.116727494,0.2,0,1
376,한식,대독장,74,24,367470,95950,4,0,0.119266055,0.006806748,0.101595146,0.116727494,0.04,0,1
377,한식,대독장,65,32,367470,95950,3,0,0.102752294,0.009174312,0.101595146,0.116727494,0.03,0,1
378,한식,대동,120,80,394530,193600,43,3,0.203669725,0.023379698,0.109076537,0.235523114,0.43,0.03,1
379,한식,대마족발,37,36,396351,67800,55,11,0.051376147,0.010358094,0.109579997,0.082481752,0.55,0.11,3
380,제과제빵,대만샌드위치 티앙웨이,25,30,126771,67100,100,6,0.029357798,0.008582421,0.035048082,0.08163017,1,0.06,3
381,기타 외식,대만샌드위치 풍성호,25,20,206682,57300,100,0,0.029357798,0.005622965,0.057141412,0.069708029,1,0,3
382,치킨,대박나자 부자치킨,55,16,87481,24200,25,0,0.08440367,0.004439183,0.02418541,0.029440389,0.25,0,1
383,한식,대박통,109,18,232540,85410,5,22,0.183486239,0.005031074,0.064290481,0.103905109,0.05,0.22,1
384,한식,대장부,94,9,281962,111700,11,33,0.155963303,0.002367564,0.077954389,0.135888078,0.11,0.33,1
385,주점,대칠성포차,88,46,297279,112450,6,36,0.144954128,0.01331755,0.082189145,0.136800487,0.06,0.36,1
386,기타 외식,대패가1900,39,48,147715,29500,60,0,0.055045872,0.013909441,0.040838557,0.035888078,0.6,0,3
387,한식,대패장사,35,8,190576,69100,12,0,0.047706422,0.002071619,0.052688518,0.08406326,0.12,0,1
388,기타 외식,대한닭발1979,92,15,195828,32450,33,20,0.152293578,0.004143238,0.054140561,0.039476886,0.33,0.2,1
389,치킨,대한맥주집,61,12,246175,88000,16,16,0.095412844,0.003255401,0.068060207,0.107055961,0.16,0.16,1
390,분식,대한분식,26,11,189010,53260,100,0,0.031192661,0.002959455,0.052255559,0.064793187,1,0,3
391,한식,댓짱돈까스,120,13,649505,175060,0,0,0.203669725,0.003551347,0.179570547,0.21296837,0,0,5
392,치킨,더기발한치킨(The기발한치킨),117,25,159737,74300,4,20,0.198165138,0.007102693,0.04416233,0.090389294,0.04,0.2,1
393,기타 외식,더꼬치다,27,67,122096,38300,98,0,0.033027523,0.019532406,0.033755565,0.046593674,0.98,0,3
394,한식,더담 부대찌개,27,5,318723,107600,80,0,0.033027523,0.001183782,0.088117858,0.130900243,0.8,0,3
395,한식,더도이종가집돼지국밥,67,6,1270883,319000,0,0,0.106422018,0.001479728,0.351365534,0.388077859,0,0,5
396,기타 외식,더돈까스(the돈까스),85,8,159865,70950,0,12,0.139449541,0.002071619,0.044197719,0.086313869,0,0.12,1
397,기타 외국식,더램(THE램),72,9,311596,94850,11,11,0.11559633,0.002367564,0.086147426,0.115389294,0.11,0.11,1
